Days,"t_half = 25.000 
t_max = 14.000","t_half = 25.000 
t_max = 17.500","t_half = 25.000 
t_max = 21.000","t_half = 25.000 
t_max = 24.500","t_half = 25.000 
t_max = 28.000","t_half = 28.143 
t_max = 14.000","t_half = 28.143 
t_max = 17.500","t_half = 28.143 
t_max = 21.000","t_half = 28.143 
t_max = 24.500","t_half = 28.143 
t_max = 28.000","t_half = 31.286 
t_max = 14.000","t_half = 31.286 
t_max = 17.500","t_half = 31.286 
t_max = 21.000","t_half = 31.286 
t_max = 24.500","t_half = 31.286 
t_max = 28.000","t_half = 34.429 
t_max = 14.000","t_half = 34.429 
t_max = 17.500","t_half = 34.429 
t_max = 21.000","t_half = 34.429 
t_max = 24.500","t_half = 34.429 
t_max = 28.000","t_half = 37.571 
t_max = 14.000","t_half = 37.571 
t_max = 17.500","t_half = 37.571 
t_max = 21.000","t_half = 37.571 
t_max = 24.500","t_half = 37.571 
t_max = 28.000","t_half = 40.714 
t_max = 14.000","t_half = 40.714 
t_max = 17.500","t_half = 40.714 
t_max = 21.000","t_half = 40.714 
t_max = 24.500","t_half = 40.714 
t_max = 28.000","t_half = 43.857 
t_max = 14.000","t_half = 43.857 
t_max = 17.500","t_half = 43.857 
t_max = 21.000","t_half = 43.857 
t_max = 24.500","t_half = 43.857 
t_max = 28.000","t_half = 47.000 
t_max = 14.000","t_half = 47.000 
t_max = 17.500","t_half = 47.000 
t_max = 21.000","t_half = 47.000 
t_max = 24.500","t_half = 47.000 
t_max = 28.000","t_half = 50.143 
t_max = 14.000","t_half = 50.143 
t_max = 17.500","t_half = 50.143 
t_max = 21.000","t_half = 50.143 
t_max = 24.500","t_half = 50.143 
t_max = 28.000","t_half = 53.286 
t_max = 14.000","t_half = 53.286 
t_max = 17.500","t_half = 53.286 
t_max = 21.000","t_half = 53.286 
t_max = 24.500","t_half = 53.286 
t_max = 28.000","t_half = 56.429 
t_max = 14.000","t_half = 56.429 
t_max = 17.500","t_half = 56.429 
t_max = 21.000","t_half = 56.429 
t_max = 24.500","t_half = 56.429 
t_max = 28.000","t_half = 59.571 
t_max = 14.000","t_half = 59.571 
t_max = 17.500","t_half = 59.571 
t_max = 21.000","t_half = 59.571 
t_max = 24.500","t_half = 59.571 
t_max = 28.000","t_half = 62.714 
t_max = 14.000","t_half = 62.714 
t_max = 17.500","t_half = 62.714 
t_max = 21.000","t_half = 62.714 
t_max = 24.500","t_half = 62.714 
t_max = 28.000","t_half = 65.857 
t_max = 14.000","t_half = 65.857 
t_max = 17.500","t_half = 65.857 
t_max = 21.000","t_half = 65.857 
t_max = 24.500","t_half = 65.857 
t_max = 28.000","t_half = 69.000 
t_max = 14.000","t_half = 69.000 
t_max = 17.500","t_half = 69.000 
t_max = 21.000","t_half = 69.000 
t_max = 24.500","t_half = 69.000 
t_max = 28.000"
2020-07-29,112941132.88021818,112938536.38776752,112936047.205108,112933921.31479654,112932386.81555538,112938134.957026,112936302.47577597,112934600.57421109,112933147.4782805,112932054.52739796,112936040.84392327,112934733.31781773,112933545.23510055,112932532.72483215,112931750.03836209,112934580.03924954,112933633.17943631,112932785.37338118,112932063.80962028,112931495.11567733,112933552.34416881,112932854.90471324,112932236.47396632,112931710.33548094,112931289.62066254,112932819.21398269,112932296.23813048,112931835.46077986,112931443.3049782,112931126.19678009,112932287.44272017,112931888.26373518,112931538.04118614,112931239.7385725,112930996.39085755,112931894.84033038,112931584.91007523,112931313.7746318,112931082.62476939,112930892.75429523,112931599.7959422,112931355.26979938,112931141.81135562,112930959.69530724,112930809.31262298,112931374.21774758,112931178.406608,112931007.78847885,112930862.16579129,112930741.4606816,112931198.9054829,112931039.95377664,112930901.70783123,112930783.73134542,112930685.70585577,112931060.55043916,112930929.90867957,112930816.51988408,112930719.83317813,112930639.41088061,112930949.79047409,112930841.2013644,112930747.18492018,112930667.14193556,112930600.58041462,112930859.94110355,112930768.75891843,112930690.04890512,112930623.1986553,112930567.69646387,112930786.1595383,112930708.88749631,112930642.4253788,112930586.1658175,112930539.59556988
2020-07-30,112941408.15611348,112938756.77681111,112936196.04788412,112933986.23903814,112932371.27926275,112938318.83633803,112936438.11818162,112934680.19642146,112933166.10042487,112932014.89930715,112936150.15287389,112934802.54488358,112933571.02285911,112932513.49731612,112931688.1495156,112934631.17455141,112933651.8228716,112932770.30630706,112932014.92987315,112931414.40641299,112933558.94023436,112932835.35799256,112932190.56213601,112931638.53758849,112931193.57109259,112932791.83513622,112932247.77867632,112931766.13626215,112931353.77778006,112931017.79737581,112932234.01794721,112931817.71243927,112931450.74935836,112931136.38311657,112930878.05157658,112931821.2512713,112931497.26454419,112931212.50455165,112930968.35648441,112930766.36722045,112931510.4031332,112931254.2091711,112931029.50561918,112930836.70085214,112930676.35111384,112931272.27282661,112931066.6647457,112930886.6412385,112930732.09934376,112930603.07316749,112931086.8560049,112930919.58612315,112930773.37600096,112930647.85819924,112930542.79272662,112930940.25954923,112930802.48060487,112930682.27156173,112930579.1330042,112930492.68396276,112930822.69369784,112930707.92082185,112930608.00377563,112930522.3827385,112930450.60783482,112930727.15816903,112930630.5702581,112930546.70804213,112930474.989904,112930414.93617572,112930648.57447697,112930566.53831778,112930495.54006834,112930434.9968807,112930384.42038247
2020-07-31,112941666.24819167,112938961.96984494,112936331.65213865,112934039.31021301,112932344.43040079,112938486.026393,112936558.5734086,112934746.08611551,112933172.16817044,112931963.45741555,112936242.94429824,112934856.47809069,112933582.71684551,112932481.24794853,112931614.08182591,112934665.8952111,112933655.12203225,112932740.96202618,112931952.78183828,112931321.31134239,112933549.26521027,112932800.52118221,112932130.34766772,112931553.39671402,112931085.06098141,112932748.39593755,112932184.17942822,112931682.6010178,112931250.95248084,112930896.9586415,112932164.80162375,112931732.24147192,112931349.416266,112931019.85120717,112930747.35786988,112931732.17815152,112931394.96256515,112931097.40862828,112930841.07879208,112930627.74974161,112931405.85366938,112931138.7770346,112930903.61277284,112930700.88787265,112930531.30499375,112931155.50388701,112930940.84276345,112930752.15369883,112930589.41489919,112930452.75692283,112930960.31011325,112930785.42607668,112930631.94901167,112930499.56822036,112930388.1092378,112930805.78824121,112930661.53794557,112930535.16562761,112930426.21230462,112930334.34277435,112930681.7170515,112930561.39002292,112930456.19161811,112930365.59129351,112930289.17192085,112930580.77853799,112930479.38043475,112930390.95013802,112930314.92748697,112930250.85672264,112930497.65786296,112930411.42124915,112930336.43845038,112930272.14245789,112930218.06263477
2020-08-01,112941940.86019875,112939183.6384535,112936482.7375082,112934105.3513835,112932326.63422686,112938668.63033009,112936693.52469474,112934824.8747,112933188.69463755,112931919.32430458,112936349.092233,112934922.47261736,112933604.74229345,112932457.14347668,112931545.63067822,112934711.65907273,112933668.08526562,112932719.64354907,112931896.78228001,112931232.33478229,112933548.4238637,112932773.203994,112932076.19338542,112931472.73818131,112930979.39797723,112932711.83079371,112932126.26821105,112931603.49229209,112931151.23967442,112930777.90766595,112932100.78351758,112931650.92799523,112931251.16602497,112930905.31035486,112930617.57448018,112931646.89458556,112931295.55011591,112930984.29243396,112930714.87232868,112930489.31513213,112931303.91747835,112931025.1852248,112930778.7911913,112930565.38755295,112930385.83581287,112931040.3664788,112930815.99022143,112930617.9848543,112930446.4129449,112930301.50952663,112930834.573879,112930651.50860776,112930490.21270104,112930350.43292034,112930232.06529416,112930671.43505768,112930520.22708836,112930387.22209288,112930272.00043933,112930174.27551153,112930540.27307652,112930413.9740157,112930303.09384145,112930207.12889658,112930125.69608572,112930433.4326192,112930326.8644695,112930233.52360092,112930152.86796324,112930084.46587962,112930345.34681007,112930254.59919468,112930175.33821596,112930107.00865763,112930049.15697107
2020-08-02,112942209.97927989,112939401.45799635,112936631.3828543,112934169.48779635,112932306.25196372,112938846.31433211,112936824.50783296,112934900.4091012,112933202.18053207,112931871.70628843,112936450.22282186,112934983.99384134,112933622.66225636,112932429.01713622,112931472.88372459,112934752.03323576,112933675.98502314,112932693.47155362,112931835.97750975,112931138.40296751,112933541.76359686,112932740.2861298,112932016.58373176,112931386.67645521,112930868.27026676,112932669.05744044,112932062.31701465,112931518.46685906,112931045.6784566,112930653.00852689,112932030.23924583,112931563.23500744,112931146.6551263,112930784.59404844,112930481.65792404,112931554.83969952,112931189.50432962,112930864.66335414,112930582.25183575,112930344.5366528,112931195.0278078,112930904.77445531,112930647.2737329,112930423.29977919,112930233.8672202,112930918.14398886,112930684.1852787,112930476.98847711,112930296.69775699,112930143.64787206,112930701.65994611,112930510.54437986,112930341.55493647,112930194.49339645,112930069.32224914,112930529.84093972,112930371.80404691,112930232.29082544,112930110.91880356,112930007.44648217,112930391.54676801,112930259.4016828,112930142.96229316,112930041.74985293,112929955.41228281,112930278.77904972,112930167.16363916,112930069.03208761,112929983.85867292,112929911.23315285,112930185.71455178,112930090.57514615,112930007.15268941,112929934.90214957,112929873.38472427
2020-08-03,112942697.05283058,112939832.1065851,112936982.19140708,112934417.67080216,112932444.66609827,112939240.20033374,112937162.25367166,112935168.80546515,112933389.59662394,112931974.7856724,112936759.68144009,112935242.07020709,112933822.002127,112932563.79351565,112931541.91880524,112934989.69821659,112933868.4230356,112932836.6364294,112931927.0477113,112931177.31661785,112933720.15307325,112932879.53365849,112932114.50315234,112931442.0055457,112930881.46982303,112932799.04575102,112932158.60331112,112931579.91326123,112931071.83348814,112930644.54791693,112932120.73925053,112931624.68327563,112931178.5079153,112930786.8198323,112930454.99480878,112931612.9704146,112931222.48102412,112930872.28079696,112930564.69215955,112930302.52815059,112931226.42264223,112930914.25976606,112930634.83738989,112930389.22754236,112930178.84595262,112930927.25899966,112930674.09150472,112930447.78314579,112930248.71117805,112930077.51393208,112930692.03582145,112930483.96799564,112930298.18406153,112930134.67119287,112929993.62773487,112930504.31115088,112930331.21815525,112930176.8383951,112930040.93906817,112929923.46610543,112930352.39796954,112930206.80073872,112930077.11352544,112929962.9800013,112929864.1999595,112930227.87309955,112930104.17183499,112929994.16340289,112929897.42334147,112929813.66654396,112930124.58101939,112930018.52774641,112929924.3990986,112929841.73460537,112929770.20006378
2020-08-04,112942407.65512538,112939505.94962001,112936612.69389561,112934003.19068815,112931998.020364,112938859.38646382,112936757.16856608,112934740.01787971,112932940.53407912,112931514.8863871,112936314.65986294,112934784.47697291,112933355.19292979,112932092.60835473,112931073.45431665,112934503.65796705,112933379.20069894,112932348.2777587,112931444.23451425,112930705.32858896,112933210.57106933,112932373.64323698,112931616.13859525,112930955.14925517,112930409.98855916,112932278.16991742,112931646.12996091,112931079.14776288,112930585.96694559,112930176.37172186,112931596.73741676,112931112.12547135,112930680.11624826,112930305.0724599,112929991.88034074,112931091.07063459,112930713.85291201,112930379.11426999,112930088.87815349,112929845.4637785,112930709.82871372,112930411.91490819,112930148.48301895,112929920.29141194,112929728.29280621,112930417.82016519,112930179.29960369,112929969.01629567,112929787.03991793,112929633.5884106,112930190.71350366,112929997.30477926,112929827.26989317,112929680.30438653,112929556.2301952,112930011.49550338,112929852.82373391,112929713.72909883,112929593.70704263,112929492.36805655,112929868.11911544,112929736.54871555,112929621.57589833,112929522.59327088,112929439.10161905,112929751.94060819,112929641.77903132,112929545.860617,112929463.52977021,112929394.23404379,112929656.6752439,112929563.62482361,112929482.94259971,112929413.95542932,112929356.08899322
2020-08-05,112942538.04510479,112939594.66326766,112936644.51653951,112933964.0318015,112931887.06322835,112938903.70449387,112936764.20089084,112934702.76047634,112932853.34469117,112931378.37151979,112936288.569298,112934727.7382949,112933265.0047315,112931967.23080322,112930914.17046978,112934423.2863888,112933274.75389984,112932218.98732075,112931290.03720035,112930527.64954416,112933089.63188276,112932234.23537138,112931458.40956575,112930779.67700365,112930218.08729726,112932127.33664384,112931481.285918,112930900.80619784,112930394.88807176,112929973.67436501,112931423.95766556,112930928.75633632,112930486.77808401,112930102.51788712,112929781.0273833,112930902.13754639,112930516.91170298,112930174.77857473,112929877.82460487,112929628.43430199,112930508.93037891,112930204.94275093,112929935.99972849,112929702.88173378,112929506.55463906,112930207.98284473,112929964.83700155,112929750.42806041,112929564.82398672,112929408.22887701,112929974.13307106,112929777.18707934,112929604.05332166,112929454.41213273,112929328.05795835,112929789.77640341,112929628.38877591,112929486.9624411,112929364.97024451,112929261.98868766,112929642.44371618,112929508.78150465,112929392.05509062,112929291.63069898,112929206.97245876,112929523.18845578,112929411.41243342,112929314.17973983,112929230.80673805,112929160.7036965,112929425.50703117,112929331.20990089,112929249.54997216,112929179.82563867,112929121.42572999
2020-08-06,112943298.67523487,112940292.78433582,112937248.74969539,112934440.09152418,112932216.17924598,112939567.1238417,112937358.5501357,112935208.43030347,112933251.21264127,112931658.43106216,112936853.82512362,112935225.09856245,112933682.42958696,112932294.09995863,112931145.54321067,112934898.40430106,112933686.78294265,112932560.6188096,112931555.4379873,112930714.68052906,112933485.8029901,112932573.4135695,112931736.20423882,112930992.97125188,112930366.25526196,112932455.93517175,112931759.08725922,112931125.21445958,112930564.34093225,112930088.34518725,112931695.2782317,112931155.04264115,112930666.54135194,112930235.0915407,112929866.99144472,112931125.01436138,112930699.89347515,112930317.0630145,112929979.2621798,112929689.7962871,112930690.75322518,112930351.35943644,112930046.63558562,112929777.88356283,112929546.76714693,112930354.86351731,112930080.19489396,112929834.15532109,112929617.23348218,112929430.17498305,112930091.10858122,112929865.9880004,112929664.73767096,112929487.38119224,112929334.14216353,112929881.00176659,112929694.3268394,112929527.7730723,112929381.09658588,112929254.22052883,112929711.35822557,112929554.9041667,112929415.60666588,112929293.06828324,112929187.03796707,112929572.65284371,112929440.24918796,112929322.64414224,112929219.35325556,112929130.02441132,112929457.9141625,112929344.87401056,112929244.74382494,112929156.99143936,112929081.20663637
2020-08-07,112943270.78297028,112940234.45029348,112937148.8758606,112934288.18479587,112932012.67362669,112939460.80438088,112937227.24457008,112935047.9068737,112933058.08013813,112931433.92210333,112936687.00889908,112935040.0461213,112933478.14170687,112932070.17538601,112930903.47157568,112934688.01298112,112933464.27149622,112932326.3384418,112931310.05493031,112930459.55358493,112933245.41169432,112932325.7442964,112931482.05509074,112930733.25242643,112930102.04769163,112932195.55816132,112931494.99013822,112930858.24558786,112930295.34042552,112929818.10512695,112931421.96162903,112930880.4982628,112930391.51671906,112929960.26361012,112929592.90654647,112930843.57935452,112930418.91520843,112930037.14809725,112929700.91942789,112929413.38156569,112930404.4418765,112930066.60629448,112929763.9119263,112929497.5550252,112929269.04957262,112930065.8299652,112929793.4124037,112929549.98096418,112929335.9207242,112929151.84024462,112929800.76955687,112929578.31201598,112929379.9913149,112929205.73397976,112929055.64182515,112929590.27852546,112929406.48833674,112929243.01675555,112929099.5309852,112928975.84715661,112929420.84063897,112929267.36582462,112929131.19340813,112929011.84535305,112928908.97674873,112929282.7097443,112929153.29609792,112929038.78904217,112928938.63133587,112928852.38828525,112929168.76729423,112929058.67389289,112928961.5710778,112928876.86091618,112928804.06010675
2020-08-08,112943331.02291906,112940255.69331945,112937116.02994491,112934186.24675061,112931839.34716152,112939433.03279632,112937164.18598434,112934942.69996355,112932904.91320932,112931233.03733186,112936586.51537319,112934910.72654653,112933317.4683804,112931876.61954455,112930678.45202434,112934531.39337419,112933285.51915327,112932125.04650211,112931086.52499586,112930215.52510884,112933047.17463998,112932111.21123776,112931251.76022038,112930488.16740741,112929843.82823361,112931967.1747061,112931254.99712023,112930607.52405389,112930035.0134091,112929549.59729624,112931172.03620172,112930622.56211893,112930126.51641004,112929689.26068622,112929317.0690869,112930578.38695678,112930148.40688013,112929762.2141794,112929422.48735274,112929132.38641648,112930128.49320698,112929787.33016822,112929482.09879678,112929213.98655738,112928984.46625939,112929782.34674427,112929508.05608162,112929263.43460011,112929048.83266236,112928864.79503272,112929512.04882963,112929288.77557635,112929090.22266747,112928916.26809031,112928766.94092736,112929297.95941707,112929114.11843286,112928951.09318374,112928808.49571341,112928686.06754126,112929126.0952138,112928973.11983457,112928837.87154339,112928719.81473258,112928618.53151688,112928986.37807697,112928857.85663414,112928744.60682738,112928646.01383516,112928561.57325111,112928871.4526928,112928762.52868226,112928666.91166496,112928583.94743977,112928513.08687711
2020-08-09,112943442.55190219,112940328.01961258,112937132.66446765,112934129.84860204,112931704.82634504,112939456.87625483,112937150.95772968,112934884.30701005,112932793.96445933,112931068.14651187,112936535.77845871,112934828.45988585,112933200.18877056,112931721.74868642,112930486.45468508,112934421.54207304,112933150.39023562,112931963.53493062,112930898.2430625,112930001.65303198,112932892.2888717,112931936.74814972,112931057.75865458,112930275.1498161,112929613.1256616,112931778.69934148,112931051.67169084,112930389.88329381,112929803.88983773,112929306.23245479,112930958.75365095,112930398.16343796,112929891.70800884,112929444.91848107,112929064.26466496,112930346.83773093,112929908.61545676,112929514.90548715,112929168.47282225,112928872.55828981,112929883.47787449,112929536.25543855,112929225.6421878,112928952.86026825,112928719.4014126,112929527.36957656,112929248.66754062,112929000.2417554,112928782.44569793,112928595.81003396,112929249.66785038,112929023.22545804,112928822.03705972,112928645.9649677,112928495.0070243,112929030.04809925,112928843.97514558,112928679.18378301,112928535.25952698,112928411.90429592,112928854.0328921,112928699.53411745,112928563.16912408,112928444.36980692,112928342.67516889,112928711.18671384,112928581.6790861,112928467.79965639,112928368.89811869,112928284.42609665,112928593.89464642,112928484.39286399,112928388.51282515,112928305.56366129,112928234.95283043
2020-08-10,112944030.2080484,112940869.3083448,112937600.4932167,112934492.02640387,112931940.15101811,112939958.94981048,112937599.34109892,112935261.82708243,112933082.58120793,112931256.32010622,112936950.84923728,112935189.77012162,112933497.1075501,112931944.18501389,112930628.40430169,112934756.74812345,112933435.31464706,112932191.68385527,112931063.99331528,112930102.05135077,112933157.84467946,112932156.85105671,112931228.47404687,112930393.3792235,112929677.57014999,112931985.01791106,112931217.57093108,112930512.99957936,112929882.56365275,112929340.0532929,112931115.22027159,112930518.9262315,112929975.36881112,112929490.64567757,112929072.11866333,112930461.44626741,112929991.72412604,112929565.71299131,112929186.62761971,112928858.36363755,112929962.855556,112929587.79184504,112929248.90788351,112928947.78306934,112928686.40234987,112929576.9463224,112929273.55199406,112929000.2378499,112928757.64312644,112928546.67890085,112929273.8777681,112929025.44305931,112928802.21344867,112928604.28202824,112928431.94639623,112929032.51742981,112928826.76777907,112928642.34368522,112928479.01897272,112928336.73631682,112928837.73966256,112928665.5553791,112928511.60707292,112928375.48183958,112928256.91535042,112928678.59055951,112928533.11637898,112928403.40849602,112928288.94570394,112928189.34269142,112928547.04016185,112928423.06263532,112928312.86632985,112928215.86865121,112928131.61404252
2020-08-11,112943771.24714558,112940580.55035605,112937273.2288522,112934118.39828472,112931523.95446028,112939612.83922903,112937231.05443217,112934869.63720615,112932666.01577228,112930819.88951841,112936539.68651336,112934765.15794307,112933060.51237574,112931497.9979459,112930177.01005417,112934301.36228818,112932974.2376339,112931727.54059193,112930599.90963918,112929641.78515403,112932674.96338782,112931674.3409518,112930749.12993711,112929920.17392091,112929213.49582005,112931486.91346057,112930724.19775094,112930026.902676,112929406.26253211,112928875.82610327,112930610.38530491,112930021.75858729,112929488.02796558,112929015.15238045,112928610.15742753,112929955.50671256,112929495.2999145,112929080.57147494,112928714.3425027,112928400.15414579,112929459.39261714,112929094.90433225,112928768.01536886,112928480.09108987,112928232.77729557,112929078.13641821,112928785.82728255,112928524.72856006,112928295.26420137,112928098.03435498,112928780.9563857,112928543.74315032,112928332.63255507,112928147.51099622,112927988.3965288,112928546.10228117,112928351.46383154,112928178.86487788,112928027.88562101,112927898.21940628,112928358.05058478,112928196.70973685,112928054.17547959,112927929.85586926,112927823.26456812,112928205.5969358,112928070.6024281,112927951.8336078,112927848.60475539,112927760.33250494,112928080.55871607,112927966.64301935,112927866.88188659,112927780.54190709,112927706.99014762
2020-08-12,112944344.5277366,112941105.8999045,112937721.98949412,112934455.58165699,112931725.14397682,112940095.96312313,112937657.41653329,112935220.85229345,112932922.47337592,112930968.65992841,112936928.83487783,112935096.85902661,112933323.4428,112931681.37194973,112930274.444846,112934603.0241529,112933221.9914553,112931914.64420062,112930720.60457264,112929693.26737578,112932899.81196553,112931850.56550513,112930872.85702907,112929988.49277805,112929225.50581609,112931646.35271227,112930840.67577346,112930098.30555873,112929431.28397338,112928854.54837285,112930714.94691306,112930088.73741506,112929516.37553573,112929004.45899974,112928560.98899154,112930014.28325221,112929521.31845078,112929073.42211469,112928674.10859805,112928327.61690865,112929479.97323497,112929086.93039677,112928731.45506647,112928415.29024558,112928140.59005533,112929066.75106123,112928749.49570923,112928463.63846272,112928209.89205362,112927989.23345564,112928742.68371387,112928483.60114291,112928250.93195654,112928044.78381936,112927865.45879066,112928485.07700637,112928271.18800211,112928079.71370381,112927910.40432696,112927763.17054006,112928277.64590916,112928099.2856504,112927940.13622531,112927799.7366033,112927677.76902969,112928108.57608595,112927958.46829991,112927824.99826054,112927707.58109017,112927605.7657753,112927969.19718471,112927841.80285609,112927728.97050942,112927630.04422481,112927544.49605145
2020-08-13,112944363.60951762,112941096.01932046,112937668.89603259,112934342.31768405,112931543.61583121,112940035.1960173,112937568.60091515,112935096.92527296,112932756.06353995,112930756.60693328,112936800.18283065,112934944.45749924,112933144.25088193,112931472.67561862,112930035.58478394,112934420.97719158,112933021.3567249,112931694.4658313,112930480.2910623,112929433.22125965,112932677.67586157,112931614.6200913,112930623.13819231,112929725.28973313,112928949.5650101,112931394.93551038,112930579.39791614,112929827.61802794,112929151.77668205,112928566.99477112,112930442.48040323,112929809.48193984,112929230.9118378,112928713.4230276,112928265.06185661,112929726.81901714,112929229.37272571,112928777.57479942,112928374.94126749,112928025.68816893,112929181.87575221,112928786.04835401,112928428.3150985,112928110.38921471,112927834.37018965,112928761.13830723,112928442.32932055,112928155.37685466,112927900.94682439,112927679.94867797,112928431.77503248,112928172.0229839,112927939.07622112,112927732.98737755,112927553.98756886,112928170.45183854,112927956.52311414,112927765.34261088,112927596.60248235,112927450.14362442,112927960.43033104,112927782.47491074,112927624.0152024,112927484.53200254,112927363.64099607,112927789.57516618,112927640.18248382,112927507.67307569,112927391.40533943,112927290.86564697,112927648.98822159,112927522.52205706,112927410.83210513,112927313.20793119,112927229.0629995
2020-08-14,112944635.64474288,112941332.2104544,112937848.11013249,112934438.11909676,112931538.08427092,112940223.79999685,112937716.6563288,112935191.72675791,112932783.76115349,112930708.25829865,112936908.32398064,112935013.30221455,112933166.57058948,112931441.49630325,112929946.9158503,112934458.54080652,112933023.63234946,112931657.5720777,112930400.93610235,112929309.96807465,112932656.42713541,112931562.92925993,112930539.08240174,112929607.51105675,112928797.87391885,112931325.97289029,112930484.7086095,112929706.38845849,112929003.64123869,112928392.33249119,112930335.27443264,112929680.73410863,112929080.41860327,112928541.31007735,112928071.93512535,112929589.05739215,112929073.61775959,112928603.9467594,112928183.7934683,112927817.68723732,112929019.64418928,112928608.76385555,112928236.26054062,112927904.00873357,112927614.31435224,112928579.20021309,112928247.74884821,112927948.51016179,112927682.25954336,112927450.04335015,112928233.84705497,112927963.4219219,112927720.18300398,112927504.25552265,112927315.96150556,112927959.43904082,112927736.44740845,112927536.58417372,112927359.58784795,112927205.35926518,112927738.6142716,112927552.91708884,112927387.08235392,112927240.61848783,112927113.17988291,112927558.75950217,112927402.71454962,112927263.9005651,112927141.69008955,112927035.59339274,112927410.60962926,112927278.39501353,112927161.28349751,112927058.56899767,112926969.67836893
2020-08-15,112945164.37640165,112941836.55652726,112938305.2893791,112934817.04136916,112931811.0812346,112940691.12324807,112938149.15430409,112935573.70471984,112933096.53173372,112930935.4643411,112937308.35590094,112935374.93058145,112933479.17638694,112931693.59759967,112930128.75253358,112934793.85299048,112933320.74526986,112931909.29733151,112930600.02699956,112929450.46820112,112932933.26859681,112931803.58406425,112930738.6229491,112929761.22719811,112928902.03115387,112931551.55390202,112930676.81340268,112929861.57534778,112929118.75872019,112928464.97800538,112930516.48793434,112929831.31429881,112929197.91186571,112928623.55204883,112928117.34755418,112929731.9994707,112929188.64200227,112928689.26967554,112928237.89617372,112927839.51890785,112929129.51835829,112928693.20645566,112928293.9532837,112927933.8681592,112927615.6379654,112928660.38108844,112928305.72998673,112927982.3039787,112927691.08482157,112927433.43421227,112928289.99542809,112927998.35696751,112927733.1575256,112927494.70342429,112927283.58150811,112927993.6215407,112927751.17992365,112927531.29775085,112927333.8727867,112927159.03099893,112927753.41013016,112927549.82911752,112927365.67604396,112927200.5998484,112927054.44832867,112927556.3499157,112927383.81519037,112927228.17980637,112927088.94076738,112926965.7759888,112927392.85040347,112927245.39061734,112927112.78198394,112926994.42909001,112926889.90524559
2020-08-16,112945985.9613585,112942625.21075808,112939029.58225945,112935433.9068928,112932280.08835086,112941445.9167622,112938853.58617601,112936204.87959172,112933627.42723973,112931342.16115707,112937978.6585477,112935987.4204522,112934017.86548567,112932141.50407338,112930471.78494383,112935376.04360121,112933843.87145685,112932362.4435141,112930972.50012687,112929733.98553053,112933431.50198841,112932244.92360009,112931115.69376488,112930067.28046152,112929132.2314608,112931973.47411175,112931045.65501118,112930172.37505385,112929367.25344218,112928648.39587918,112930870.76281741,112930136.93312618,112929451.53836337,112928822.50185733,112928260.09568577,112930027.07238919,112929439.52754535,112928893.72838658,112928394.25551054,112927947.01312318,112929373.06467822,112928896.80167292,112928456.10020468,112928053.54858553,112927692.55023879,112928859.13610774,112928468.41792335,112928107.93302698,112927779.0631986,112927483.74324359,112928449.76167314,112928125.55299836,112927827.13795008,112927555.15578926,112927310.65759622,112928119.35269845,112927847.45864624,112927597.71756668,112927370.30451627,112927165.72623265,112927849.31984343,112927619.05296841,112927407.97315413,112927215.96087888,112927043.17998728,112927626.02105105,112927429.25116885,112927249.25485975,112927085.72309479,112926938.59904285,112927439.33448668,112927269.81082343,112927115.09258798,112926974.74739,112926848.5734523
2020-08-17,112946300.51081675,112942913.49998005,112939270.59707303,112935599.0225544,112932344.91737919,112941688.38495785,112939061.83675537,112936365.14878583,112933723.47239044,112931360.61995031,112938146.60066679,112936119.62817512,112934105.7086268,112932175.85615917,112930445.55481021,112935475.25328127,112933909.28378437,112932388.80543987,112930954.73440398,112929668.43863015,112933471.03809044,112932254.08159357,112931091.34454258,112930006.63542227,112929033.48786658,112931962.82025409,112931008.41616672,112930106.7242476,112929271.69175419,112928522.10600483,112930818.52895768,112930061.73952566,112929352.34587969,112928698.5376446,112928111.06088069,112929940.56868684,112929333.30172192,112928767.21511869,112928247.09018503,112927779.16409956,112929258.29242578,112928765.10215643,112928307.19236068,112927887.2962541,112927509.05399653,112928720.9433596,112928315.67028612,112927940.51965559,112927596.97423975,112927287.13914406,112928292.04102382,112927955.27663104,112927644.29655173,112927359.80753128,112927102.98436517,112927945.22904213,112927662.46113175,112927401.89690673,112927163.75358249,112926948.62835489,112927661.31026031,112927421.58679001,112927201.13594273,112926999.86119132,112926817.99263918,112927426.16413961,112927221.13630007,112927032.98713261,112926861.41599987,112926706.41437759,112927229.2923095,112927052.52926031,112926890.68695743,112926743.3301643,112926610.29183865
